rank,tripid,cityname_corrected,origin,dest,trip_dist,mean_notraffic,mean_rush_hour,rush_vs_freeflow_diff,rush_vs_freeflow_pct,p90_rush_hour,p90_vs_freeflow
211,304076310,Toronto,"43.727623,-79.40081","43.711742,-79.478745",11.9,12.42,16.48,4.06,32.71,17.37,4.951111111111111
212,201368010,Toronto,"43.74846,-79.55153","43.79854,-79.45986",16.1,16.49,20.54,4.05,24.56,22.7,6.213333333333335
213,201362961,Toronto,"43.740772,-79.67993","43.62383,-79.6995",18.1,18.93,22.97,4.05,21.39,26.26,7.331111111111113
214,303874081,Hamilton,"43.264637,-79.98858","43.23738,-79.89863",13.4,19.69,23.73,4.04,20.52,24.7,5.01126984126984
215,101587291,Quebec,"46.867638,-71.29153","46.81151,-71.2105",10.7,13.37,17.42,4.04,30.24,21.46,8.087105263157893
216,304105370,Toronto,"43.856495,-79.495224","43.678978,-79.71804",34.9,25.2,29.24,4.04,16.03,31.12,5.916666666666664
217,101530950,Hamilton,"43.250134,-79.83271","43.20911,-79.91854",11.5,16.96,21.0,4.04,23.83,22.56,5.596666666666668
218,303789210,Calgary,"51.013264,-114.08293","50.984528,-113.97547",11.3,11.89,15.93,4.03,33.91,16.43,4.532727272727271
219,13247620,Oshawa,"43.89337,-78.84806","43.907223,-78.972",18.7,14.23,18.25,4.01,28.19,20.27,6.0325396825396815
220,101542650,London,"42.9762,-81.24205","43.04624,-81.24205",10.8,15.57,19.58,4.01,25.75,20.84,5.270416666666668
221,304085550,Toronto,"43.858475,-79.32631","43.8025,-79.40562",13.3,14.06,18.06,4.0,28.42,20.14,6.078888888888891
222,303935051,Montreal,"45.644463,-73.64775","45.63126,-73.8534",23.6,18.01,22.01,4.0,22.21,23.93,5.92450980392157
223,101589200,Quebec,"46.80681,-71.213936","46.881016,-71.27539",12.4,16.22,20.22,4.0,24.67,21.27,5.050833333333333
224,304097891,Toronto,"43.682453,-79.63942","43.753174,-79.535736",30.3,23.58,27.58,4.0,16.97,29.78,6.197647058823527
225,303989630,Ottawa,"45.42803,-75.6967","45.406097,-75.61293",10.3,11.52,15.51,3.99,34.63,17.4,5.8769841269841265
226,13239981,Hamilton,"43.260136,-79.97141","43.249886,-79.84919",11.1,17.86,21.85,3.99,22.37,21.98,4.118333333333332
227,303808531,Calgary,"50.997494,-114.047226","51.035503,-114.14507",11.4,13.11,17.09,3.99,30.43,19.13,6.027192982456139
228,303875050,Hamilton,"43.255886,-79.785675","43.224873,-79.94807",22.5,18.22,22.21,3.99,21.87,25.17,6.948431372549024
229,303871581,Hamilton,"43.26489,-79.9309","43.259636,-79.805244",29.3,23.4,27.39,3.98,17.03,32.02,8.614999999999998
230,303807271,Calgary,"50.99533,-113.9741","50.934788,-114.03658",15.9,15.51,19.48,3.97,25.6,21.96,6.453137254901961
231,303857581,Hamilton,"43.266388,-79.79254","43.265137,-79.89382",11.5,19.63,23.6,3.97,20.23,25.36,5.724444444444444
232,303796680,Calgary,"51.022984,-114.1358","51.038097,-113.99298",17.5,15.23,19.18,3.96,25.98,23.32,8.097435897435895
233,304092991,Toronto,"43.69338,-79.499","43.83718,-79.28957",35.3,25.62,29.58,3.96,15.45,31.24,5.616296296296298
234,49186491,Toronto,"43.82138,-79.32788","43.86293,-79.25936",12.2,13.43,17.38,3.95,29.41,20.9,7.4677083333333325
235,101584761,Ottawa,"45.507244,-75.64417","45.419834,-75.70185",17.9,17.49,21.43,3.94,22.52,24.84,7.349603174603178
236,201363800,Toronto,"43.78912,-79.60234","43.849564,-79.47497",19.2,19.49,23.43,3.94,20.24,24.71,5.227222222222224
237,13250751,Ottawa,"45.477398,-75.78356","45.417423,-75.69018",11.7,12.9,16.83,3.93,30.46,17.86,4.955942028985508
238,47247601,Edmonton,"53.510906,-113.553566","53.65537,-113.67094",26.5,25.81,29.74,3.93,15.23,32.6,6.786862745098038
239,201372111,Toronto,"43.66681,-79.69607","43.563408,-79.661736",22.1,17.93,21.85,3.92,21.85,24.19,6.260000000000002
240,201355881,Toronto,"43.5547,-79.648346","43.65116,-79.6789",15.1,15.55,19.46,3.92,25.18,20.57,5.022222222222222
241,304107381,Toronto,"43.601955,-79.76439","43.60643,-79.75031",10.2,8.08,12.0,3.91,48.44,16.45,8.372499999999999
242,201312381,Montreal,"45.72457,-73.70371","45.65382,-73.84894",17.4,15.3,19.2,3.9,25.5,21.06,5.762291666666666
243,201364800,Toronto,"43.834457,-79.54672","43.760117,-79.644226",19.7,14.19,18.07,3.89,27.4,19.48,5.293333333333333
244,303791441,Calgary,"51.05666,-114.13409","51.143974,-114.09907",13.2,15.57,19.46,3.89,25.02,22.59,7.024313725490195
245,101501631,Calgary,"51.132988,-114.11932","51.04263,-114.06611",14.0,17.9,21.79,3.88,21.68,23.08,5.175555555555558
246,101582671,Ottawa,"45.34098,-75.638336","45.42128,-75.69842",14.8,17.65,21.52,3.88,21.98,23.3,5.653124999999996
247,101579721,Ottawa,"45.504837,-75.66683","45.419353,-75.70048",16.1,16.76,20.65,3.88,23.17,22.38,5.612037037037037
248,304104480,Toronto,"43.580074,-79.783615","43.8711,-79.44132",52.2,34.77,38.64,3.87,11.14,41.97,7.2024074074074065
249,13248101,Oshawa,"43.9097,-78.97303","43.897823,-78.850464",19.9,15.88,19.71,3.83,24.14,23.33,7.455263157894736
250,303831381,Edmonton,"53.65374,-113.616356","53.62239,-113.49345",13.7,14.71,18.54,3.83,26.07,20.05,5.342982456140351
251,201334591,Ottawa,"45.449467,-75.61739","45.479324,-75.649666",20.0,24.8,28.63,3.83,15.43,30.85,6.05104166666667
252,303991111,Ottawa,"45.46223,-75.760216","45.49208,-75.70769",11.8,12.45,16.27,3.83,30.74,21.5,9.054166666666667
253,303963180,Montreal,"45.52841,-73.764824","45.60941,-73.57703",30.0,21.79,25.62,3.83,17.57,29.68,7.883823529411767
254,201305831,Montreal,"45.70803,-73.69032","45.63774,-73.826965",16.5,14.6,18.42,3.82,26.15,20.16,5.555942028985507
255,13247621,Oshawa,"43.907223,-78.972","43.89337,-78.84806",19.6,15.53,19.36,3.82,24.61,21.88,6.343333333333332
256,101579300,Ottawa,"45.420074,-75.69155","45.367035,-75.74168",11.7,14.48,18.29,3.81,26.35,21.14,6.664509803921568
257,303793740,Calgary,"51.11812,-114.03075","50.95664,-114.03418",22.2,19.29,23.11,3.81,19.75,26.68,7.388333333333335
258,303989130,Ottawa,"45.43935,-75.655846","45.357628,-75.72279",13.2,18.87,22.68,3.81,20.19,24.75,5.87962962962963
259,303788251,Calgary,"51.058384,-114.12344","50.97869,-114.052376",13.6,12.93,16.73,3.8,29.36,17.76,4.827592592592591
260,101581491,Ottawa,"45.496414,-75.66443","45.420315,-75.70048",14.2,17.23,21.02,3.8,22.03,21.97,4.741875
261,201373850,Toronto,"43.640728,-79.75443","43.769043,-79.71461",20.2,17.41,21.21,3.8,21.83,24.78,7.376086956521739
262,304115181,Toronto,"43.85798,-79.32871","43.89634,-79.2652",10.4,14.01,17.79,3.79,27.06,19.82,5.819736842105261
263,201314451,Montreal,"45.45597,-73.85031","45.56496,-73.84791",27.3,21.16,24.95,3.79,17.91,26.91,5.751041666666666
264,431039571,Edmonton,"53.51314,-113.42335","53.47573,-113.51267",11.0,12.72,16.51,3.79,29.82,20.21,7.488888888888891
265,13247260,Oshawa,"43.901535,-78.85664","43.906975,-78.97921",19.2,15.05,18.83,3.78,25.13,20.98,5.935416666666669
266,201309020,Montreal,"45.6459,-73.843445","45.535385,-73.907646",18.9,17.49,21.27,3.78,21.62,22.52,5.029999999999998
267,201311971,Montreal,"45.538754,-73.91314","45.65694,-73.84104",19.5,18.45,22.23,3.78,20.5,24.48,6.036458333333336
268,201369550,Toronto,"43.859962,-79.536766","43.883224,-79.373",32.6,22.1,25.87,3.77,17.06,27.76,5.657291666666666
269,13247821,Oshawa,"43.91019,-78.97406","43.897823,-78.850464",19.9,15.9,19.66,3.76,23.63,22.82,6.921041666666667
270,201340041,Quebec,"46.75532,-71.22355","46.766846,-71.2596",14.8,13.57,17.33,3.76,27.75,21.62,8.050925925925926
271,304108250,Toronto,"43.354324,-79.84988","43.52633,-79.669975",31.1,25.18,28.94,3.75,14.91,30.0,4.817777777777778
272,13252111,Quebec,"46.902836,-71.213936","46.81339,-71.21016",16.9,19.6,23.35,3.75,19.13,24.64,5.036078431372552
273,304016491,Quebec,"46.79882,-71.24758","46.752968,-71.37152",13.7,13.92,17.66,3.74,26.85,21.03,7.110526315789473
274,201371341,Toronto,"43.806217,-79.42004","43.770035,-79.52097",16.1,14.12,17.86,3.74,26.52,18.86,4.741666666666667
275,303864540,Hamilton,"43.214615,-79.913734","43.23513,-79.70225",23.9,18.9,22.64,3.73,19.74,25.34,6.432318840579708
276,304204860,Winnipeg,"49.824635,-97.16982","49.879974,-97.09223",11.2,17.02,20.75,3.73,21.93,21.78,4.758958333333336
277,201365341,Toronto,"43.722164,-79.54672","43.65936,-79.57144",10.2,11.64,15.38,3.73,32.05,16.95,5.305833333333336
278,304127421,Vancouver,"49.280064,-122.9822","49.357048,-123.09447",15.1,17.28,21.0,3.72,21.55,24.18,6.900000000000002
279,201361441,Toronto,"43.66234,-79.61092","43.586292,-79.59101",15.3,11.98,15.7,3.72,31.04,18.3,6.318518518518518
280,14184141,Windsor,"42.3166,-82.84056","42.278507,-83.013596",16.8,15.53,19.23,3.7,23.83,21.08,5.549583333333334
281,101662140,Winnipeg,"49.89767,-97.13686","49.813557,-97.084335",11.2,16.96,20.65,3.69,21.75,23.77,6.806458333333332
282,201316581,Montreal,"45.58322,-73.84791","45.66006,-73.76963",13.9,11.88,15.57,3.69,31.02,20.07,8.183333333333334
283,201318101,Montreal,"45.66318,-73.74663","45.575775,-73.835205",20.8,17.87,21.56,3.69,20.66,24.81,6.941666666666666
284,303863170,Hamilton,"43.222622,-79.807304","43.257885,-79.989265",26.8,25.68,29.36,3.68,14.33,31.24,5.554848484848485
285,13240890,Hamilton,"43.251137,-79.84576","43.261135,-79.970726",12.0,20.77,24.44,3.67,17.67,25.35,4.581250000000001
286,101587091,Quebec,"46.844864,-71.30183","46.81339,-71.21016",10.3,15.22,18.89,3.67,24.09,21.17,5.9477777777777785
287,304087190,Toronto,"43.90079,-79.250435","43.839165,-79.273094",11.3,13.75,17.41,3.66,26.61,18.86,5.106818181818184
288,303910270,London,"43.01487,-81.271576","42.95133,-81.19673",11.7,17.02,20.68,3.66,21.52,23.2,6.184210526315788
289,431031300,Calgary,"51.11575,-114.15812","51.143944,-114.02562",15.7,19.05,22.7,3.65,19.19,23.91,4.8627192982456116
290,13252460,Quebec,"46.811977,-71.21222","46.903305,-71.220116",12.7,17.86,21.5,3.64,20.37,22.87,5.00740740740741
291,303800950,Calgary,"50.91185,-114.116234","50.92029,-113.999504",12.2,14.96,18.61,3.64,24.36,19.87,4.910634920634919
292,5273101,Montreal,"45.524868,-73.52205","45.582745,-73.426994",13.3,12.35,15.99,3.64,29.47,17.97,5.620555555555558
293,101660181,Winnipeg,"49.813557,-97.08914","49.895016,-97.13789",10.6,16.61,20.25,3.64,21.9,21.53,4.920196078431374
294,47270631,Winnipeg,"49.868355,-97.240616","49.918674,-97.13927",11.7,19.64,23.26,3.63,18.47,25.15,5.513541666666669
295,431035611,Calgary,"51.056683,-114.11865","51.136433,-114.11589",13.3,13.73,17.35,3.62,26.35,20.95,7.225555555555555
296,303951321,Montreal,"45.50171,-73.80877","45.52673,-73.86061",19.4,20.68,24.29,3.62,17.49,25.9,5.2196825396825375
297,303802691,Calgary,"51.03745,-114.131","51.120274,-114.150566",14.8,17.09,20.71,3.62,21.16,23.73,6.639583333333334
298,303816491,Edmonton,"53.43546,-113.410706","53.485332,-113.49173",17.3,13.26,16.88,3.62,27.32,19.02,5.75625
299,201369980,Toronto,"43.57286,-79.75031","43.711742,-79.75546",29.9,20.32,23.94,3.62,17.83,26.65,6.326078431372551
300,303829810,Edmonton,"53.63746,-113.61395","53.56065,-113.58271",10.6,13.85,17.46,3.61,26.06,18.43,4.583333333333332
301,303982981,Ottawa,"45.394283,-75.72417","45.39525,-75.61156",14.9,11.69,15.3,3.61,30.86,18.17,6.477894736842103
302,101567861,Oshawa,"43.86293,-78.93595","43.90079,-78.85596",10.5,11.75,15.37,3.61,30.74,17.96,6.204861111111114
303,13263250,Winnipeg,"49.89546,-97.13892","49.813778,-97.08262",11.2,17.66,21.26,3.6,20.39,22.94,5.283333333333331
304,303866530,Hamilton,"43.198097,-79.80593","43.221622,-79.94532",14.3,12.98,16.57,3.59,27.66,20.15,7.164313725490198
305,431052941,Hamilton,"43.256145,-79.867004","43.225624,-79.95493",11.8,12.26,15.83,3.58,29.19,18.77,6.514230769230769
306,201369261,Toronto,"43.545494,-79.712204","43.668797,-79.7407",25.9,18.94,22.51,3.57,18.87,25.9,6.96166666666667
307,13250380,Ottawa,"45.422245,-75.69876","45.34315,-75.75472",13.0,13.88,17.44,3.57,25.7,18.58,4.699305555555556
308,304100961,Toronto,"43.57734,-79.72285","43.463566,-79.73555",17.6,16.32,19.88,3.56,21.81,21.27,4.949545454545454
309,431120260,Toronto,"43.731346,-79.59685","43.784607,-79.5457",10.3,10.3,13.84,3.55,34.42,15.9,5.598421052631579
310,303947160,Montreal,"45.61253,-73.57291","45.644703,-73.8637",32.5,22.01,25.56,3.55,16.12,28.12,6.102500000000003
311,101541020,London,"42.992775,-81.23347","42.932728,-81.19639",10.2,12.37,15.9,3.53,28.56,18.51,6.144375000000002
312,303791801,Calgary,"51.051693,-113.9638","51.08535,-114.042076",10.2,12.59,16.13,3.53,28.04,19.12,6.525333333333334
313,13242571,Kitchener-Cambrigde-Waterloo,"43.514378,-80.50356","43.42468,-80.51249",18.5,14.94,18.46,3.53,23.62,22.48,7.544492753623189
314,14184241,Windsor,"42.30289,-82.826485","42.28359,-83.008446",16.8,15.63,19.16,3.53,22.6,20.85,5.221111111111112
315,304030501,Quebec,"46.822083,-71.14493","46.847214,-71.364655",36.6,27.3,30.82,3.52,12.88,34.79,7.485555555555553
316,101656640,Winnipeg,"49.895016,-97.12279","49.836815,-97.193855",10.8,17.49,21.0,3.5,20.03,21.58,4.089583333333337
317,201372080,Toronto,"43.656128,-79.65624","43.75739,-79.61092",18.8,17.55,21.04,3.49,19.88,23.42,5.8657407407407405
318,304061570,St. Catharines-Niagara,"43.196846,-79.21198","43.131237,-79.24769",10.1,14.3,17.78,3.48,24.31,19.33,5.030000000000001
319,303882720,Kitchener-Cambrigde-Waterloo,"43.481506,-80.54236","43.426426,-80.4912",11.0,13.87,17.35,3.48,25.06,18.31,4.436811594202899
320,303948221,Montreal,"45.597157,-73.804306","45.56472,-73.87812",12.5,15.13,18.6,3.47,22.91,20.8,5.666666666666668
321,201373061,Toronto,"43.6452,-79.75203","43.518364,-79.70362",25.3,17.54,21.0,3.46,19.74,23.21,5.668985507246376
322,13235170,Calgary,"51.046947,-114.068855","51.055363,-114.20859",11.7,15.05,18.51,3.46,22.99,20.89,5.83388888888889
323,201370820,Toronto,"43.83867,-79.55702","43.87407,-79.388794",28.6,22.74,26.19,3.45,15.15,27.42,4.675490196078435
324,13251940,Quebec,"46.812683,-71.21222","46.88383,-71.29015",12.2,15.85,19.3,3.45,21.75,22.07,6.213888888888894
325,201370141,Toronto,"43.569626,-79.65693","43.67252,-79.67581",15.7,14.32,17.77,3.45,24.12,19.57,5.247222222222222
326,201359130,Toronto,"43.570374,-79.56629","43.648678,-79.59685",14.4,13.98,17.44,3.45,24.7,18.79,4.8108771929824545
